dataset,model,sigma,seed,window,stride,latent,n_params,epochs,elapsed_sec,test_r2,test_rmse,test_mae,delta_test_pct,mse_test_noisy,mse_test_recovered
mackey_glass_tau17,MLP-AE,0.2,2024,6,2,4,19238,300,33.14,0.8089906581240004,0.09701583421993934,0.07600354698251492,80.46393249079978,0.048177925700544785,0.009412072089390754
mackey_glass_tau17,MLP-AE,0.2,2025,6,2,4,19238,300,28.01,0.8222777945943985,0.09358067323950608,0.07264843754606344,81.82291521143638,0.048177925700544785,0.00875734240395921
mackey_glass_tau17,MLP-AE,0.2,2026,6,2,4,19238,300,28.1,0.8243961283002623,0.09302129083345616,0.06950302609512761,82.03957430192021,0.048177925700544785,0.008652960548322434
mackey_glass_tau17,MLP-AE,0.2,2027,6,2,4,19238,300,34.07,0.8055992102468336,0.09787332233120005,0.07598375598371987,80.11706173551872,0.048177925700544785,0.009579187224146982
mackey_glass_tau17,MLP-AE,0.3,2023,6,2,4,19238,300,25.26,0.6996570143774524,0.12165334788330387,0.09795491844179961,86.34733246166229,0.10840033282622573,0.014799537051216153
mackey_glass_tau17,MLP-AE,0.3,2024,6,2,4,19238,300,29.86,0.6864183911150842,0.1243055760064056,0.0992674292582839,85.74554540247136,0.10840033282622573,0.01545187622628428
mackey_glass_tau17,MLP-AE,0.3,2025,6,2,4,19238,300,27.77,0.7119685330299907,0.11913388005494739,0.09908398740495959,86.9069761993269,0.10840033282622573,0.014192881376946591
mackey_glass_tau17,MLP-AE,0.3,2026,6,2,4,19238,300,33.28,0.7014054289663955,0.12129873506391632,0.094121838749239,86.42681000648506,0.10840033282622573,0.014713383128106163
mackey_glass_tau17,MLP-AE,0.3,2027,6,2,4,19238,300,26.19,0.7176139486706992,0.11796059069345151,0.09344874451070379,87.16359941527637,0.10840033282622573,0.013914700956747999
mackey_glass_tau17,TinyMLP,0.1,2023,6,2,4,142,300,5.69,0.9276989182299518,0.059688094691618954,0.04508353334141284,70.42073857592102,0.012044481425136196,0.0035626686479156705
mackey_glass_tau17,TinyMLP,0.1,2024,6,2,4,142,300,4.0,0.8774296286534,0.07771557583439603,0.06510270285163372,49.85495419780213,0.012044481425136196,0.006039710727271761
mackey_glass_tau17,TinyMLP,0.1,2025,6,2,4,142,300,4.01,0.9157691498105527,0.06442447831401,0.04739356515957127,65.54012365056711,0.012044481425136196,0.004150513406032345
mackey_glass_tau17,TinyMLP,0.1,2026,6,2,4,142,300,3.92,0.9207799739155205,0.06247881858701189,0.046409735495838676,67.590113395151,0.012044481425136196,0.0039036027720287425
mackey_glass_tau17,TinyMLP,0.1,2027,6,2,4,142,300,4.09,0.9307866339892268,0.058399657971967486,0.04501863281323642,71.68396105352272,0.012044481425136196,0.0034105200512427854
mackey_glass_tau17,TinyMLP,0.2,2023,6,2,4,142,300,3.9,0.8285963838854892,0.09190207313407157,0.07182884183098798,82.46916835142046,0.048177925700544785,0.00844599104634024
mackey_glass_tau17,TinyMLP,0.2,2024,6,2,4,142,300,3.75,0.7572980066562638,0.10935836032291006,0.08927134328495227,75.17690768413428,0.048177925700544785,0.01195925097251543
mackey_glass_tau17,TinyMLP,0.2,2025,6,2,4,142,300,3.58,0.7991634829038488,0.09948020211320692,0.07603198647383098,79.45882794125238,0.048177925700544785,0.009896310612484497
mackey_glass_tau17,TinyMLP,0.2,2026,6,2,4,142,300,4.65,0.8035071422729777,0.09839855092381959,0.07525853745738095,79.90308905350395,0.048177925700544785,0.009682274823907518
mackey_glass_tau17,TinyMLP,0.2,2027,6,2,4,142,300,3.66,0.8271036099278892,0.09230139847918208,0.06884838614015029,82.31649030685351,0.048177925700544785,0.008519548161212755
mackey_glass_tau17,TinyMLP,0.3,2023,6,2,4,142,300,4.77,0.7114783096164166,0.11923521861572926,0.0965031141180208,86.8846921520695,0.10840033282622573,0.01421703735834075
mackey_glass_tau17,TinyMLP,0.3,2024,6,2,4,142,300,3.88,0.6712785651610174,0.12727096301840274,0.10237161859689023,85.0573355216555,0.10840033282622573,0.01619789802763164
mackey_glass_tau17,TinyMLP,0.3,2025,6,2,4,142,300,3.71,0.6731323704531575,0.12691158705865482,0.10167153182886222,85.14160380340658,0.10840033282622573,0.01610655092974652
mackey_glass_tau17,TinyMLP,0.3,2026,6,2,4,142,300,3.86,0.6835832026098743,0.1248662541593979,0.09986921236071901,85.61666646098413,0.10840033282622573,0.015591581427799353
mackey_glass_tau17,TinyMLP,0.3,2027,6,2,4,142,300,3.69,0.71691044787309,0.11810743532108588,0.09283045921078789,87.13162043470253,0.10840033282622573,0.013949366278124483
mackey_glass_tau30,LSTM-AE,0.1,2023,6,2,4,2597,300,96.82,0.8953530924854534,0.0759033436406443,0.06271849937502288,54.76115239195513,0.012735332309404795,0.005761317575829737
mackey_glass_tau30,LSTM-AE,0.1,2024,6,2,4,2597,300,98.61,0.8905997375153293,0.07760807122878575,0.0628728667897256,52.706277515786496,0.012735332309404795,0.006023012719852284
mackey_glass_tau30,LSTM-AE,0.1,2025,6,2,4,2597,300,102.95,0.8856290239592864,0.07935158790854152,0.06510900613707613,50.55743854475614,0.012735332309404795,0.006296674503606992
mackey_glass_tau30,LSTM-AE,0.1,2026,6,2,4,2597,300,91.21,0.9089010976742121,0.07081973220662745,0.05825589517246511,60.61795367432522,0.012735332309404795,0.005015434469818425
mackey_glass_tau30,LSTM-AE,0.1,2027,6,2,4,2597,300,93.66,0.8662577818682579,0.08580882775235078,0.06786865873112236,42.1832525344073,0.012735332309404795,0.007363154920232605
mackey_glass_tau30,LSTM-AE,0.2,2023,6,2,4,2597,300,90.62,0.765761625120824,0.11356035233857009,0.08824131916422914,74.68469351652338,0.05094132923761919,0.012895953623260181
mackey_glass_tau30,LSTM-AE,0.2,2024,6,2,4,2597,300,87.79,0.7609947712807134,0.11471003419604843,0.088307320413349,74.16951590744635,0.05094132923761919,0.0131583919452586
mackey_glass_tau30,LSTM-AE,0.2,2025,6,2,4,2597,300,92.22,0.7527010480609857,0.11668333838680658,0.09047832083133961,73.27317197872489,0.05094132923761919,0.013615001457090012
mackey_glass_tau30,LSTM-AE,0.2,2026,6,2,4,2597,300,100.42,0.7680072837734849,0.11301468608386273,0.09012430946768499,74.92739301902252,0.05094132923761919,0.012772319270634035
mackey_glass_tau30,LSTM-AE,0.2,2027,6,2,4,2597,300,98.28,0.7065000824607359,0.1271164336653494,0.09800718682142608,68.28000378155747,0.05094132923761919,0.01615858770779717
mackey_glass_tau30,LSTM-AE,0.3,2023,6,2,4,2597,300,118.06,0.5607843204505432,0.15550223161156698,0.11831881804052834,78.90301176050866,0.11461799078464319,0.024180944036177425
mackey_glass_tau30,LSTM-AE,0.3,2024,6,2,4,2597,300,110.09,0.5622382459919801,0.15524464053367876,0.11650744856533375,78.97284863445692,0.11461799078464319,0.02410089841443113
mackey_glass_tau30,LSTM-AE,0.3,2025,6,2,4,2597,300,114.57,0.5532871249883479,0.15682378916700548,0.11617573539396323,78.54289655547468,0.11461799078464319,0.02459370084869739
mackey_glass_tau30,LSTM-AE,0.3,2026,6,2,4,2597,300,106.96,0.5875186780244823,0.1506953501516703,0.11428104287641501,80.18715177096165,0.11461799078464319,0.022709088557334514
mackey_glass_tau30,LSTM-AE,0.3,2027,6,2,4,2597,300,109.24,0.5439153082247966,0.15846029349965093,0.11821844055997002,78.09273706151917,0.11461799078464319,0.025109664615995512
mackey_glass_tau30,MLP-AE,0.1,2023,6,2,4,19238,300,25.61,0.9124157693558375,0.06944015280916294,0.05540410202088256,62.137345889286344,0.012735332309404795,0.0048219348221599
mackey_glass_tau30,MLP-AE,0.1,2024,6,2,4,19238,300,27.35,0.884347658350402,0.07979486116168061,0.06462061097990289,50.003504320732816,0.012735332309404795,0.006367219867811885
mackey_glass_tau30,MLP-AE,0.1,2025,6,2,4,19238,300,27.24,0.8925879518596574,0.07689962236280759,0.06143644446987087,53.56578237714792,0.012735332309404795,0.005913551919542417
mackey_glass_tau30,MLP-AE,0.1,2026,6,2,4,19238,300,26.86,0.9140235016735581,0.06879986478678377,0.05629289550353806,62.83236840876001,0.012735332309404795,0.00473342139467973
mackey_glass_tau30,MLP-AE,0.1,2027,6,2,4,19238,300,29.55,0.8981718826000117,0.07487409143822028,0.05835185460744822,55.979715075365924,0.012735332309404795,0.005606129568698972
mackey_glass_tau30,MLP-AE,0.2,2023,6,2,4,19238,300,24.6,0.7737052360881891,0.11161818615950198,0.08550809322280689,75.54319907236187,0.05094132923761919,0.01245861948153724
mackey_glass_tau30,MLP-AE,0.2,2024,6,2,4,19238,300,26.85,0.7334694283340225,0.12113544067847277,0.09794031813939187,71.19471515962822,0.05094132923761919,0.014673794988367798
mackey_glass_tau30,MLP-AE,0.2,2025,6,2,4,19238,300,29.88,0.7433372087914074,0.1188718891278478,0.09112076491285362,72.26117528478582,0.05094132923761919,0.014130526024823339
mackey_glass_tau30,MLP-AE,0.2,2026,6,2,4,19238,300,26.46,0.7955806125163736,0.10608616487427176,0.08300046662371849,77.90737983055985,0.05094132923761919,0.011254274377731173
mackey_glass_tau30,MLP-AE,0.2,2027,6,2,4,19238,300,28.2,0.7458118304535591,0.1182974477869753,0.0904593556374685,72.52861995878655,0.05094132923761919,0.013994286152912148
mackey_glass_tau30,MLP-AE,0.3,2023,6,2,4,19238,300,30.2,0.5551317186560818,0.1564996711183351,0.11718625036162383,78.63149851739631,0.11461799078464319,0.02449214706014705
mackey_glass_tau30,MLP-AE,0.3,2024,6,2,4,19238,300,35.72,0.4931266242702623,0.16705037238869017,0.1271073332177284,75.65318784235838,0.11461799078464319,0.027905826915200056
mackey_glass_tau30,MLP-AE,0.3,2025,6,2,4,19238,300,30.36,0.5294204438500723,0.16095861857126906,0.11604095435137986,77.39650057114554,0.11461799078464319,0.02590767689237128
mackey_glass_tau30,MLP-AE,0.3,2026,6,2,4,19238,300,31.77,0.6482224813353519,0.13916555270471584,0.10500922560081705,83.10295711255489,0.11461799078464319,0.01936705105960904
mackey_glass_tau30,MLP-AE,0.3,2027,6,2,4,19238,300,29.16,0.5605118411816409,0.15555045913038512,0.1180542343474321,78.88992367599987,0.11461799078464319,0.02419594533567361
mackey_glass_tau30,TinyMLP,0.1,2023,6,2,4,142,300,3.77,0.8941283102467351,0.07634623600596296,0.059581165341583545,54.23167915317154,0.012735332309404795,0.005828747752278195
mackey_glass_tau30,TinyMLP,0.1,2024,6,2,4,142,300,3.74,0.8757682691259087,0.08270161227342941,0.0667239207834328,46.29463522067837,0.012735332309404795,0.006839556672624651
mackey_glass_tau30,TinyMLP,0.1,2025,6,2,4,142,300,3.77,0.8921642982292747,0.07705112651756765,0.06314164738996153,53.38263695528425,0.012735332309404795,0.005936876097626217
mackey_glass_tau30,TinyMLP,0.1,2026,6,2,4,142,300,3.65,0.9097054145412997,0.07050640355608884,0.05604537430897597,60.96565977518343,0.012735332309404795,0.004971152942414057
mackey_glass_tau30,TinyMLP,0.1,2027,6,2,4,142,300,3.82,0.8877998235441041,0.07859492034567987,0.06373109452889808,51.49587498724277,0.012735332309404795,0.0061771615041437645
mackey_glass_tau30,TinyMLP,0.2,2023,6,2,4,142,300,3.81,0.7354091733383041,0.12069383853070297,0.09245930190922273,71.40435305226008,0.05094132923761919,0.014567002659275399
mackey_glass_tau30,TinyMLP,0.2,2024,6,2,4,142,300,3.74,0.7160275410060957,0.125036215189241,0.0963774216111388,69.30968362461823,0.05094132923761919,0.01563405510885018
mackey_glass_tau30,TinyMLP,0.2,2025,6,2,4,142,300,3.76,0.7201083814671204,0.12413454449096685,0.09390655577486891,69.75072035497594,0.05094132923761919,0.01540938513597983
mackey_glass_tau30,TinyMLP,0.2,2026,6,2,4,142,300,3.68,0.7331886360100952,0.12119923251277234,0.09295243676746034,71.1643685362703,0.05094132923761919,0.014689253961685054
mackey_glass_tau30,TinyMLP,0.2,2027,6,2,4,142,300,4.04,0.7511205904551409,0.11705559909708621,0.09012557113101326,73.1023640626576,0.05094132923761919,0.01370201327997777
mackey_glass_tau30,TinyMLP,0.3,2023,6,2,4,142,300,3.87,0.538790177644173,0.15934813397903225,0.12335194465082046,77.84656001315837,0.11461799078464319,0.02539182780259961
mackey_glass_tau30,TinyMLP,0.3,2024,6,2,4,142,300,3.83,0.5150872115107146,0.16339152531485276,0.12443546177644099,76.70802780440026,0.11461799078464319,0.026696790544714168
mackey_glass_tau30,TinyMLP,0.3,2025,6,2,4,142,300,3.76,0.5226925860128445,0.1621051447476999,0.12107423925157727,77.07333920811188,0.11461799078464319,0.026278077953672742
mackey_glass_tau30,TinyMLP,0.3,2026,6,2,4,142,300,3.6,0.5361633430468409,0.15980127575083886,0.12283963618773117,77.72038442064797,0.11461799078464319,0.02553644773159564
mackey_glass_tau30,TinyMLP,0.3,2027,6,2,4,142,300,3.7,0.5588551403782478,0.15584336596322676,0.11852428456095622,78.81034683256524,0.11461799078464319,0.02428715471474822
